Customer ID,Age,Gender,Location,Product Purchased,Purchase Amount,Date of Purchase,Customer Rating,Customer Segment,Num Purchases Last Year,Total Spend Last Year,Preferred Payment Method,Acquisition Channel,Last Interaction Date,Last Interaction Type
15502,35,Male,City_B,Product_5,391.98,2023-06-21,5,Bronze,2,238.98,Online Transfer,Online Ad,2022-12-06,Feedback
15503,41,Male,City_C,Product_2,612.12,2023-02-01,4,Bronze,18,7157.28,Online Transfer,Referral,2022-09-19,Inquiry
15504,44,Female,City_E,Product_3,782.91,2023-04-01,3,Silver,3,372.66,Cash,Referral,2023-08-04,Complaint
15505,21,Female,City_B,Product_3,804.05,2022-11-24,5,Bronze,15,1053.57,Credit Card,In-Store,2023-04-03,Complaint
15506,39,Female,City_B,Product_5,601.55,2023-08-02,4,Gold,15,6515.92,Credit Card,In-Store,2022-10-21,Complaint
15507,41,Male,City_C,Product_5,810.36,2022-10-02,1,Bronze,14,6583.43,Cash,Referral,2023-01-02,Feedback
15508,57,Female,City_D,Product_4,75.59,2023-03-22,1,Bronze,1,493.83,Cash,Referral,2022-10-03,Feedback
15509,62,Male,City_D,Product_1,945.46,2023-07-22,4,Silver,5,1072.39,Credit Card,Online Ad,2023-01-04,Feedback
15510,27,Male,City_A,Product_1,877.05,2022-09-11,3,Gold,3,1377.78,Cash,Referral,2023-03-16,Feedback
15511,19,Female,City_C,Product_1,99.35,2023-03-21,1,Gold,14,1672.03,Credit Card,In-Store,2023-02-22,Complaint
15512,57,Male,City_D,Product_3,448.36,2022-09-14,5,Silver,12,5961.62,Credit Card,Online Ad,2023-04-23,Inquiry
15513,23,Male,City_B,Product_4,923.5,2022-12-06,3,Silver,6,345.87,Credit Card,In-Store,2023-02-24,Feedback
15514,65,Female,City_D,Product_1,537.15,2023-01-17,4,Bronze,18,3705.39,Online Transfer,Referral,2022-10-05,Inquiry
15515,35,Female,City_D,Product_5,136.88,2023-07-17,1,Silver,9,3465.88,Cash,In-Store,2023-06-20,Inquiry
15516,34,Female,City_B,Product_3,968.19,2022-08-17,1,Bronze,16,5133.49,Online Transfer,Referral,2022-12-11,Inquiry
15517,55,Female,City_C,Product_3,390.57,2022-08-13,2,Bronze,3,689.66,Online Transfer,In-Store,2023-01-13,Inquiry
15518,62,Female,City_A,Product_5,540.44,2023-04-01,2,Silver,13,1104.24,Online Transfer,Referral,2023-02-21,Complaint
15519,40,Female,City_D,Product_4,650.36,2023-03-21,3,Silver,11,5262.51,Cash,Online Ad,2023-07-17,Complaint
15520,63,Female,City_D,Product_4,840.81,2022-09-22,3,Bronze,18,7817.51,Credit Card,Online Ad,2023-03-29,Feedback
15521,47,Female,City_D,Product_1,879.47,2023-07-10,4,Gold,10,839.88,Online Transfer,Online Ad,2022-12-17,Inquiry
15522,38,Female,City_C,Product_5,670.44,2022-10-20,4,Gold,11,4274.97,Cash,In-Store,2023-06-06,Inquiry
15523,27,Female,City_B,Product_2,951.0,2023-07-24,4,Bronze,8,999.63,Credit Card,Online Ad,2022-10-31,Complaint
15524,60,Male,City_B,Product_4,258.07,2022-12-10,2,Silver,10,4836.09,Cash,In-Store,2022-11-14,Feedback
15525,30,Male,City_B,Product_1,909.59,2022-10-01,1,Gold,16,1278.85,Online Transfer,In-Store,2023-04-27,Complaint
15526,29,Male,City_B,Product_3,230.59,2022-09-19,1,Silver,12,1591.4,Cash,In-Store,2023-08-06,Complaint
15527,26,Female,City_B,Product_4,899.72,2022-12-19,4,Silver,11,4374.81,Cash,In-Store,2023-07-20,Feedback
15528,21,Male,City_B,Product_2,255.09,2022-11-30,2,Silver,10,576.85,Credit Card,Online Ad,2022-10-09,Complaint
15529,56,Male,City_D,Product_3,733.29,2023-05-12,4,Gold,12,5332.45,Cash,Referral,2022-10-11,Feedback
15530,41,Male,City_D,Product_3,826.11,2022-12-09,5,Gold,11,1842.24,Cash,Online Ad,2023-02-15,Feedback
15531,51,Male,City_B,Product_5,421.0,2022-09-11,3,Silver,9,3938.01,Online Transfer,In-Store,2023-03-21,Inquiry
15532,56,Male,City_B,Product_5,157.82,2022-11-02,2,Bronze,6,1573.46,Online Transfer,Referral,2023-05-31,Inquiry
15533,58,Female,City_C,Product_4,394.39,2023-06-16,1,Silver,17,1284.63,Credit Card,In-Store,2022-10-31,Inquiry
15534,22,Female,City_C,Product_2,108.54,2023-07-20,5,Silver,8,2344.47,Cash,Online Ad,2022-11-21,Inquiry
15535,32,Female,City_E,Product_5,676.34,2023-01-31,3,Bronze,19,7121.29,Online Transfer,In-Store,2022-12-18,Inquiry
15536,67,Male,City_D,Product_1,712.31,2023-07-25,3,Gold,6,1745.06,Credit Card,In-Store,2023-04-22,Inquiry
15537,21,Male,City_B,Product_3,304.91,2022-09-29,3,Bronze,18,8193.83,Cash,Referral,2023-03-21,Feedback
15538,68,Female,City_D,Product_1,669.01,2022-08-08,2,Bronze,16,6221.63,Online Transfer,In-Store,2023-03-16,Feedback
15539,69,Female,City_E,Product_3,105.59,2023-05-22,2,Bronze,4,423.15,Online Transfer,Referral,2022-09-30,Complaint
15540,56,Female,City_C,Product_1,79.96,2022-08-12,2,Silver,8,565.94,Online Transfer,In-Store,2022-09-12,Feedback
15541,25,Male,City_E,Product_3,437.61,2023-05-10,1,Gold,7,1489.36,Credit Card,Online Ad,2023-01-15,Feedback
15542,66,Female,City_A,Product_5,510.22,2023-06-02,1,Gold,8,2934.59,Online Transfer,Referral,2022-09-01,Inquiry
15543,62,Female,City_C,Product_1,67.68,2023-06-27,1,Bronze,18,7842.23,Online Transfer,In-Store,2023-01-27,Feedback
15544,41,Female,City_D,Product_4,610.42,2023-01-06,5,Gold,16,6996.68,Credit Card,Online Ad,2022-11-17,Complaint
15545,45,Female,City_C,Product_4,841.12,2023-06-08,5,Bronze,8,644.52,Credit Card,Referral,2022-12-29,Inquiry
15546,60,Female,City_E,Product_2,439.98,2023-07-11,4,Bronze,14,5773.28,Online Transfer,Online Ad,2022-12-31,Complaint
15547,44,Male,City_B,Product_2,759.7,2022-12-24,4,Silver,19,3411.16,Cash,Referral,2022-12-21,Complaint
15548,18,Male,City_E,Product_2,193.57,2022-09-16,3,Gold,7,3242.89,Online Transfer,Online Ad,2022-10-11,Feedback
15549,51,Female,City_E,Product_1,553.11,2022-08-10,3,Bronze,7,1913.73,Cash,Referral,2022-11-06,Complaint
15550,34,Male,City_B,Product_3,799.7,2023-07-08,2,Gold,3,354.36,Cash,In-Store,2022-09-30,Complaint
15551,54,Female,City_D,Product_2,697.94,2023-03-01,3,Gold,13,6457.93,Cash,In-Store,2022-10-16,Complaint
15552,55,Female,City_D,Product_5,790.67,2023-06-20,3,Gold,5,709.92,Online Transfer,Online Ad,2023-03-29,Inquiry
15553,43,Male,City_C,Product_4,735.08,2022-11-03,5,Bronze,16,2770.95,Online Transfer,In-Store,2022-12-18,Inquiry
15554,41,Male,City_E,Product_4,164.98,2023-03-19,1,Silver,6,1726.99,Online Transfer,In-Store,2023-07-31,Inquiry
15555,56,Male,City_C,Product_5,147.54,2023-05-01,3,Bronze,11,681.19,Online Transfer,In-Store,2023-01-11,Complaint
15556,38,Male,City_B,Product_4,976.77,2022-09-07,4,Silver,12,5061.92,Cash,In-Store,2022-08-15,Complaint
15557,47,Female,City_A,Product_1,508.19,2022-09-28,4,Gold,4,1013.57,Cash,Online Ad,2023-06-15,Inquiry
15558,64,Male,City_D,Product_5,745.78,2023-07-31,3,Gold,11,2287.79,Cash,Referral,2022-12-17,Complaint
15559,68,Female,City_B,Product_1,697.46,2023-02-19,2,Gold,9,2232.09,Cash,Referral,2022-08-15,Complaint
15560,65,Female,City_D,Product_4,92.08,2022-08-29,4,Gold,6,2916.86,Cash,Online Ad,2022-09-14,Feedback
15561,30,Female,City_C,Product_5,521.81,2023-02-27,3,Silver,13,3531.24,Online Transfer,Referral,2023-07-28,Inquiry
15562,54,Female,City_A,Product_5,545.3,2022-08-10,4,Bronze,4,1555.21,Cash,Referral,2022-12-30,Complaint
15563,20,Female,City_E,Product_5,818.16,2023-05-14,3,Silver,8,454.69,Credit Card,In-Store,2022-10-13,Inquiry
15564,49,Male,City_D,Product_4,964.07,2022-10-12,5,Bronze,9,3509.87,Online Transfer,In-Store,2023-07-13,Inquiry
15565,52,Female,City_E,Product_4,324.96,2023-02-02,4,Gold,10,926.74,Credit Card,Online Ad,2023-06-26,Inquiry
15566,36,Male,City_C,Product_4,105.91,2022-11-17,3,Gold,3,1221.46,Credit Card,Referral,2023-03-28,Inquiry
15567,31,Female,City_D,Product_2,501.54,2023-08-01,5,Bronze,19,8802.23,Credit Card,Online Ad,2022-09-24,Feedback
15568,65,Male,City_C,Product_2,78.36,2022-09-02,3,Gold,7,1087.0,Online Transfer,Online Ad,2022-12-26,Inquiry
15569,39,Male,City_E,Product_3,416.15,2023-01-14,3,Silver,2,349.46,Cash,Referral,2023-06-27,Feedback
15570,34,Female,City_C,Product_5,309.6,2023-01-07,2,Bronze,17,7031.64,Cash,Referral,2023-06-28,Feedback
15571,21,Female,City_C,Product_4,280.83,2022-09-01,3,Bronze,10,4031.21,Cash,In-Store,2023-07-26,Inquiry
15572,62,Male,City_C,Product_5,51.53,2022-08-31,4,Bronze,13,5289.08,Cash,Referral,2023-04-20,Inquiry
15573,57,Female,City_B,Product_1,288.1,2023-07-08,1,Silver,1,413.61,Credit Card,Referral,2022-11-13,Feedback
15574,36,Female,City_B,Product_1,353.92,2023-07-06,3,Bronze,4,821.53,Cash,Online Ad,2023-03-28,Inquiry
15575,54,Male,City_D,Product_4,915.48,2023-05-02,4,Bronze,5,2388.29,Credit Card,Referral,2022-12-22,Complaint
15576,19,Male,City_C,Product_2,133.84,2022-11-25,3,Gold,6,2725.81,Cash,Referral,2023-06-17,Complaint
15577,32,Female,City_C,Product_3,778.64,2023-05-25,1,Bronze,14,1504.62,Credit Card,Referral,2023-02-17,Inquiry
15578,19,Female,City_C,Product_2,738.62,2023-03-25,1,Silver,13,896.89,Online Transfer,Online Ad,2023-01-20,Feedback
15579,28,Female,City_B,Product_5,359.94,2023-06-27,3,Silver,16,7409.47,Online Transfer,In-Store,2022-12-06,Complaint
15580,62,Female,City_E,Product_2,911.63,2023-05-12,4,Gold,6,879.98,Cash,Referral,2023-02-06,Inquiry
15581,40,Male,City_C,Product_4,672.55,2022-12-24,5,Silver,19,7286.64,Online Transfer,In-Store,2023-01-06,Feedback
15582,27,Male,City_A,Product_2,142.15,2023-07-17,2,Gold,13,4524.21,Credit Card,In-Store,2022-12-30,Feedback
15583,20,Female,City_D,Product_1,243.81,2023-03-20,3,Gold,16,6019.33,Online Transfer,Online Ad,2023-02-23,Complaint
15584,22,Male,City_B,Product_4,431.08,2022-10-01,4,Silver,8,2624.11,Cash,Online Ad,2023-08-08,Feedback
15585,20,Male,City_E,Product_4,968.93,2023-04-29,1,Bronze,11,1967.36,Cash,In-Store,2022-09-08,Feedback
15586,55,Male,City_A,Product_4,301.2,2022-08-21,4,Silver,15,4759.67,Credit Card,Online Ad,2023-02-16,Complaint
15587,30,Male,City_C,Product_2,456.8,2022-11-23,3,Silver,3,868.11,Cash,In-Store,2023-06-30,Feedback
15588,59,Male,City_B,Product_1,582.64,2023-01-11,4,Silver,3,563.52,Cash,Referral,2022-11-04,Feedback
15589,36,Male,City_C,Product_2,387.74,2023-05-12,4,Gold,4,826.53,Online Transfer,Online Ad,2022-11-23,Complaint
15590,57,Male,City_D,Product_5,715.93,2022-09-17,3,Gold,12,4094.75,Cash,Referral,2023-01-04,Feedback
15591,67,Female,City_B,Product_3,677.85,2023-08-07,3,Silver,12,5113.11,Online Transfer,Referral,2023-07-29,Complaint
15592,52,Female,City_A,Product_3,107.39,2023-03-02,5,Silver,4,1269.76,Credit Card,Online Ad,2022-08-22,Complaint
15593,41,Male,City_E,Product_3,457.31,2023-03-21,3,Gold,5,1234.65,Credit Card,Referral,2023-06-20,Feedback
15594,41,Male,City_E,Product_5,792.03,2022-10-25,1,Silver,2,210.3,Online Transfer,In-Store,2023-01-24,Complaint
15595,34,Male,City_D,Product_5,657.92,2023-02-10,4,Silver,16,930.2,Online Transfer,In-Store,2022-11-30,Inquiry
15596,57,Male,City_E,Product_5,487.18,2023-06-09,1,Gold,18,1610.62,Cash,Referral,2022-09-03,Inquiry
15597,27,Male,City_E,Product_1,743.38,2023-02-15,2,Silver,11,887.21,Credit Card,In-Store,2023-03-12,Inquiry
15598,19,Female,City_D,Product_4,686.96,2022-12-13,2,Gold,7,868.93,Cash,Referral,2023-03-28,Complaint
15599,61,Male,City_A,Product_5,845.73,2022-10-22,3,Bronze,11,5023.93,Credit Card,Referral,2022-10-24,Feedback
15600,40,Female,City_B,Product_3,98.45,2022-08-17,4,Bronze,4,471.37,Cash,Online Ad,2022-08-24,Complaint
15601,23,Female,City_B,Product_3,558.52,2023-06-25,3,Gold,4,547.8,Online Transfer,Referral,2023-05-08,Feedback
15602,19,Male,City_D,Product_2,677.31,2022-10-23,5,Silver,6,1954.41,Credit Card,In-Store,2023-04-26,Feedback
15603,38,Male,City_C,Product_4,691.67,2022-12-14,1,Bronze,3,877.49,Credit Card,Online Ad,2023-03-16,Complaint
15604,52,Male,City_D,Product_5,926.32,2023-06-24,3,Silver,12,5116.45,Cash,In-Store,2022-08-18,Feedback
15605,66,Female,City_D,Product_4,441.04,2023-06-10,5,Silver,14,2147.21,Credit Card,In-Store,2023-04-24,Inquiry
15606,46,Female,City_D,Product_5,805.36,2023-06-23,1,Silver,1,267.53,Online Transfer,In-Store,2023-02-01,Inquiry
15607,24,Female,City_D,Product_3,796.73,2023-05-07,3,Gold,9,891.87,Cash,In-Store,2022-09-30,Inquiry
15608,46,Male,City_E,Product_4,305.42,2023-06-25,3,Bronze,10,3142.37,Cash,Online Ad,2022-09-15,Feedback
15609,54,Male,City_E,Product_4,304.88,2023-05-05,3,Bronze,6,1926.22,Credit Card,Online Ad,2022-12-29,Complaint
15610,40,Male,City_A,Product_5,945.7,2023-02-27,5,Silver,6,2588.97,Online Transfer,Online Ad,2022-10-18,Inquiry
15611,50,Male,City_D,Product_5,358.18,2022-10-10,1,Silver,7,1390.41,Cash,In-Store,2022-11-17,Inquiry
15612,25,Male,City_B,Product_4,443.68,2022-09-22,4,Gold,1,184.06,Credit Card,Online Ad,2023-02-22,Feedback
15613,29,Male,City_C,Product_5,623.75,2023-07-29,5,Bronze,13,6220.99,Cash,In-Store,2023-07-30,Complaint
15614,63,Female,City_E,Product_4,350.74,2023-05-14,5,Bronze,17,4293.24,Online Transfer,In-Store,2023-03-19,Inquiry
15615,65,Female,City_B,Product_2,678.71,2023-08-03,5,Gold,9,1621.38,Credit Card,In-Store,2023-02-24,Feedback
15616,27,Male,City_E,Product_4,324.97,2023-04-19,1,Silver,16,5164.04,Online Transfer,Online Ad,2023-07-31,Inquiry
15617,32,Male,City_A,Product_1,550.96,2022-09-16,2,Bronze,7,801.01,Credit Card,In-Store,2022-09-12,Inquiry
15618,41,Female,City_C,Product_4,581.61,2023-01-29,4,Silver,8,1790.38,Credit Card,Referral,2023-02-18,Complaint
15619,43,Female,City_E,Product_2,810.54,2022-12-16,4,Silver,9,2308.92,Credit Card,In-Store,2023-01-11,Feedback
15620,64,Female,City_C,Product_2,867.07,2023-06-28,4,Bronze,5,2237.57,Online Transfer,Referral,2023-01-11,Feedback
15621,59,Male,City_C,Product_3,697.51,2023-04-04,2,Bronze,12,4524.39,Credit Card,In-Store,2022-08-11,Feedback
15622,56,Female,City_B,Product_3,306.51,2023-03-04,5,Bronze,18,4068.59,Online Transfer,In-Store,2022-10-17,Inquiry
15623,20,Female,City_E,Product_1,490.67,2022-08-25,2,Bronze,14,3630.76,Cash,Online Ad,2023-04-13,Feedback
15624,19,Female,City_C,Product_5,584.71,2022-09-14,4,Bronze,12,5687.91,Online Transfer,Online Ad,2022-12-03,Feedback
15625,23,Female,City_D,Product_5,332.94,2023-05-03,5,Silver,17,7252.92,Online Transfer,Referral,2023-02-14,Feedback
15626,38,Female,City_C,Product_2,943.0,2023-06-02,1,Bronze,10,1028.73,Credit Card,In-Store,2023-03-02,Feedback
15627,26,Male,City_C,Product_2,153.19,2023-03-03,4,Gold,6,1268.64,Cash,Online Ad,2023-07-16,Complaint
15628,27,Male,City_E,Product_3,841.78,2023-07-12,5,Gold,15,3875.35,Cash,In-Store,2023-05-31,Feedback
15629,53,Female,City_D,Product_2,455.1,2023-01-26,1,Gold,17,2393.94,Credit Card,In-Store,2022-08-09,Feedback
15630,20,Male,City_C,Product_4,948.23,2022-08-12,2,Bronze,19,2051.59,Cash,Online Ad,2023-03-26,Complaint
15631,58,Male,City_E,Product_4,555.92,2023-03-15,5,Gold,5,964.46,Credit Card,Online Ad,2023-05-09,Inquiry
15632,41,Female,City_E,Product_1,743.22,2023-05-09,5,Silver,12,4173.29,Cash,Referral,2022-10-25,Inquiry
15633,39,Male,City_C,Product_4,747.76,2023-03-19,2,Bronze,19,9147.51,Online Transfer,In-Store,2022-12-29,Complaint
15634,66,Male,City_A,Product_1,713.1,2023-05-29,1,Silver,9,4400.04,Cash,In-Store,2023-07-03,Inquiry
15635,31,Female,City_A,Product_3,96.91,2022-10-23,2,Gold,7,3108.87,Cash,In-Store,2022-12-10,Inquiry
15636,59,Female,City_B,Product_4,641.06,2023-02-28,4,Gold,8,2958.88,Cash,Referral,2022-08-14,Complaint
15637,62,Male,City_A,Product_1,900.07,2023-01-09,3,Gold,12,1004.27,Credit Card,Referral,2022-11-07,Complaint
15638,61,Male,City_A,Product_5,851.33,2023-04-15,2,Bronze,18,1028.46,Credit Card,Referral,2022-10-12,Complaint
15639,44,Male,City_E,Product_1,919.2,2023-05-04,4,Silver,10,606.91,Cash,In-Store,2023-05-15,Inquiry
15640,50,Female,City_E,Product_4,472.17,2023-03-22,5,Bronze,7,664.69,Online Transfer,In-Store,2023-02-20,Complaint
15641,39,Male,City_C,Product_1,481.87,2023-04-28,4,Bronze,1,258.63,Cash,Referral,2022-12-23,Inquiry
15642,46,Male,City_C,Product_3,817.78,2023-05-10,5,Silver,9,525.05,Credit Card,Online Ad,2023-06-06,Feedback
15643,36,Female,City_E,Product_2,338.3,2023-03-10,3,Bronze,11,2308.86,Cash,Referral,2023-03-08,Complaint
15644,36,Male,City_C,Product_5,776.82,2023-03-29,3,Gold,9,4305.35,Credit Card,Referral,2023-07-22,Inquiry
15645,23,Female,City_E,Product_3,529.18,2022-08-16,2,Gold,17,5141.99,Cash,In-Store,2023-06-03,Inquiry
15646,62,Male,City_A,Product_5,301.11,2022-12-26,3,Gold,5,1613.12,Cash,Referral,2023-02-20,Feedback
15647,36,Female,City_C,Product_5,661.5,2023-03-26,2,Bronze,17,4602.82,Cash,Online Ad,2023-07-11,Inquiry
15648,30,Male,City_A,Product_1,331.0,2023-06-22,1,Bronze,10,4917.42,Credit Card,Referral,2022-08-24,Complaint
15649,43,Male,City_B,Product_2,688.19,2022-12-01,5,Gold,8,1001.2,Cash,Referral,2023-04-07,Feedback
15650,39,Female,City_C,Product_1,590.84,2023-02-08,2,Bronze,2,978.0,Credit Card,In-Store,2022-11-06,Inquiry
15651,38,Female,City_E,Product_1,736.08,2022-10-16,3,Gold,7,1821.14,Cash,Online Ad,2023-02-24,Inquiry
15652,53,Female,City_E,Product_4,619.11,2023-02-03,3,Gold,2,932.8,Online Transfer,In-Store,2022-08-12,Inquiry
15653,19,Female,City_B,Product_1,770.37,2023-02-11,5,Bronze,11,3721.14,Credit Card,In-Store,2022-11-30,Feedback
15654,64,Female,City_E,Product_2,996.4,2022-09-14,5,Silver,10,1411.33,Cash,Referral,2023-01-01,Feedback
15655,61,Female,City_A,Product_3,494.38,2022-11-14,1,Silver,16,6532.1,Cash,Online Ad,2023-05-12,Feedback
15656,47,Female,City_E,Product_1,618.34,2022-12-21,1,Gold,11,1208.71,Credit Card,Referral,2023-01-28,Complaint
15657,44,Male,City_B,Product_2,146.8,2022-09-19,3,Gold,17,7060.54,Cash,In-Store,2023-03-07,Inquiry
15658,24,Male,City_D,Product_1,952.89,2022-08-22,5,Bronze,11,724.07,Cash,Referral,2022-11-18,Complaint
15659,37,Male,City_D,Product_5,616.52,2023-05-13,2,Bronze,5,571.2,Cash,Referral,2023-07-03,Complaint
15660,67,Male,City_A,Product_1,147.66,2023-07-21,2,Bronze,8,1692.83,Cash,Online Ad,2022-09-20,Feedback
15661,48,Male,City_D,Product_4,430.01,2022-10-13,5,Gold,3,237.88,Online Transfer,In-Store,2023-01-10,Feedback
15662,40,Male,City_E,Product_5,127.23,2023-01-23,4,Gold,17,7110.61,Cash,Online Ad,2023-04-03,Inquiry
15663,30,Male,City_B,Product_2,522.34,2023-05-21,1,Bronze,16,4050.61,Cash,In-Store,2022-11-17,Feedback
15664,34,Female,City_A,Product_1,313.2,2022-11-06,4,Silver,8,2628.07,Online Transfer,In-Store,2022-09-11,Complaint
15665,21,Male,City_D,Product_5,373.27,2022-10-21,2,Silver,19,1815.36,Cash,In-Store,2023-03-14,Complaint
15666,31,Female,City_E,Product_5,115.62,2023-04-23,5,Silver,7,371.85,Online Transfer,In-Store,2022-10-19,Feedback
15667,37,Male,City_E,Product_3,774.29,2022-08-14,2,Gold,1,491.6,Cash,In-Store,2023-04-05,Inquiry
15668,30,Female,City_C,Product_5,849.07,2022-12-29,1,Bronze,6,689.43,Credit Card,Online Ad,2023-01-12,Inquiry
15669,20,Male,City_C,Product_2,183.13,2023-02-12,2,Silver,17,7199.58,Cash,Online Ad,2022-10-26,Complaint
15670,43,Male,City_B,Product_1,763.12,2022-09-12,5,Bronze,14,4736.09,Credit Card,Online Ad,2023-07-13,Feedback
15671,43,Male,City_A,Product_5,172.14,2022-08-24,5,Silver,10,4124.68,Credit Card,Online Ad,2022-08-30,Feedback
15672,35,Male,City_D,Product_2,131.26,2023-03-14,5,Bronze,16,5137.01,Online Transfer,Online Ad,2023-01-23,Inquiry
15673,49,Female,City_D,Product_3,158.39,2023-04-24,1,Silver,17,3826.44,Cash,Online Ad,2023-04-30,Inquiry
15674,31,Male,City_E,Product_1,80.19,2023-02-14,2,Gold,15,4319.65,Credit Card,In-Store,2023-02-24,Feedback
15675,64,Female,City_D,Product_4,407.27,2022-08-15,1,Gold,18,5229.03,Credit Card,Online Ad,2022-11-19,Inquiry
15676,20,Male,City_B,Product_5,955.28,2022-11-24,1,Gold,16,2084.29,Online Transfer,Online Ad,2023-02-10,Complaint
15677,18,Male,City_C,Product_5,904.29,2022-10-30,2,Silver,1,337.63,Credit Card,Referral,2023-04-17,Inquiry
15678,43,Male,City_E,Product_3,365.31,2023-03-24,4,Gold,7,900.95,Credit Card,Online Ad,2023-07-30,Inquiry
15679,41,Male,City_A,Product_2,804.92,2023-06-23,2,Bronze,1,293.73,Online Transfer,Online Ad,2023-06-26,Inquiry
15680,66,Female,City_E,Product_3,833.36,2022-11-19,1,Gold,17,5992.04,Online Transfer,Online Ad,2023-07-28,Inquiry
15681,52,Female,City_D,Product_2,194.46,2023-04-23,3,Gold,2,830.36,Online Transfer,Referral,2023-06-29,Feedback
15682,31,Female,City_B,Product_1,267.98,2023-03-29,4,Gold,17,5006.83,Online Transfer,Online Ad,2023-05-28,Complaint
15683,20,Male,City_A,Product_5,705.97,2023-04-19,4,Bronze,4,1306.09,Online Transfer,In-Store,2022-12-27,Inquiry
15684,30,Male,City_E,Product_4,300.83,2022-12-12,3,Gold,14,5282.19,Online Transfer,Online Ad,2022-10-31,Inquiry
15685,64,Male,City_D,Product_3,941.25,2023-03-28,4,Bronze,3,639.91,Credit Card,Referral,2022-10-17,Feedback
15686,67,Male,City_E,Product_4,269.18,2023-07-23,2,Silver,11,781.7,Credit Card,In-Store,2023-01-27,Complaint
15687,31,Female,City_A,Product_4,809.19,2023-06-10,3,Silver,1,183.11,Cash,In-Store,2022-10-05,Inquiry
15688,38,Female,City_D,Product_5,770.2,2022-11-17,3,Bronze,4,413.03,Credit Card,Online Ad,2023-02-19,Complaint
15689,43,Female,City_C,Product_5,528.57,2022-09-05,3,Gold,4,1568.22,Online Transfer,In-Store,2023-06-26,Complaint
15690,20,Male,City_A,Product_4,300.11,2022-09-19,2,Silver,19,7909.34,Cash,Online Ad,2022-09-30,Feedback
15691,68,Female,City_C,Product_1,82.17,2023-05-05,4,Bronze,11,5345.16,Credit Card,Online Ad,2022-09-10,Complaint
15692,57,Male,City_C,Product_4,836.96,2022-12-08,4,Bronze,6,1924.16,Online Transfer,Online Ad,2023-04-24,Feedback
15693,21,Female,City_D,Product_2,408.87,2023-05-29,5,Silver,14,3700.6,Cash,In-Store,2023-08-08,Inquiry
15694,53,Female,City_E,Product_2,373.1,2022-12-12,2,Silver,4,1893.68,Cash,In-Store,2023-03-11,Feedback
15695,68,Female,City_E,Product_2,92.27,2022-10-12,4,Bronze,10,4637.85,Credit Card,Referral,2022-09-13,Complaint
15696,60,Female,City_B,Product_2,193.76,2023-02-24,5,Bronze,1,338.78,Cash,Referral,2022-11-24,Inquiry
15697,18,Male,City_A,Product_3,399.52,2023-01-30,5,Gold,16,6371.52,Online Transfer,Online Ad,2023-02-01,Complaint
15698,57,Male,City_A,Product_1,706.29,2022-10-24,1,Gold,15,2091.37,Cash,Referral,2023-05-25,Feedback
15699,64,Female,City_D,Product_3,246.96,2023-01-27,2,Silver,2,563.38,Online Transfer,Referral,2022-08-11,Complaint
15700,50,Female,City_D,Product_3,205.43,2022-09-05,5,Silver,13,2642.97,Cash,Online Ad,2022-12-01,Feedback
15701,24,Male,City_B,Product_2,299.18,2022-10-11,3,Silver,16,6729.64,Cash,Online Ad,2022-12-16,Inquiry
15702,69,Female,City_B,Product_1,319.26,2023-07-22,3,Gold,9,4054.86,Online Transfer,Referral,2023-02-10,Inquiry
15703,69,Female,City_C,Product_1,439.48,2023-02-24,1,Bronze,2,461.16,Online Transfer,Online Ad,2022-11-13,Feedback
15704,28,Female,City_B,Product_4,392.89,2022-08-14,5,Bronze,10,2654.65,Cash,In-Store,2023-01-28,Inquiry
15705,44,Male,City_E,Product_3,120.23,2023-06-16,3,Silver,10,1538.43,Online Transfer,Online Ad,2022-12-08,Inquiry
15706,31,Male,City_C,Product_1,637.02,2022-09-20,5,Bronze,7,3115.8,Cash,Referral,2023-07-15,Inquiry
15707,39,Female,City_B,Product_5,173.94,2023-02-06,3,Gold,1,112.46,Cash,In-Store,2023-04-20,Inquiry
15708,33,Female,City_E,Product_3,875.01,2023-08-04,2,Bronze,4,1850.82,Credit Card,In-Store,2023-01-22,Complaint
15709,63,Male,City_E,Product_1,866.54,2023-05-19,4,Gold,18,5898.63,Cash,Online Ad,2023-02-22,Feedback
15710,29,Male,City_C,Product_5,118.77,2023-01-05,3,Gold,8,1282.3,Online Transfer,Online Ad,2023-01-08,Inquiry
15711,66,Male,City_C,Product_5,442.44,2022-12-08,2,Gold,18,4351.62,Credit Card,Referral,2023-05-25,Complaint
15712,63,Male,City_E,Product_5,503.04,2023-02-18,4,Gold,8,765.8,Cash,In-Store,2023-07-13,Inquiry
15713,27,Male,City_D,Product_2,996.07,2023-02-17,1,Gold,18,5715.01,Cash,In-Store,2023-05-01,Feedback
15714,41,Male,City_C,Product_4,288.7,2022-09-11,4,Gold,8,3305.03,Credit Card,Referral,2023-01-04,Feedback
15715,63,Male,City_A,Product_4,654.15,2023-06-18,2,Silver,18,6181.25,Credit Card,Referral,2023-04-20,Feedback
15716,35,Male,City_D,Product_1,484.23,2023-05-05,3,Gold,3,372.92,Online Transfer,In-Store,2023-04-01,Complaint
15717,39,Female,City_A,Product_1,780.16,2023-02-06,1,Bronze,4,1193.88,Credit Card,Referral,2023-03-06,Inquiry
15718,26,Female,City_B,Product_4,286.02,2023-03-05,5,Bronze,16,6760.5,Cash,In-Store,2022-08-25,Inquiry
